Fecha registrada,Latitud Aproximada,Longitud Aproximada,Nombre del Encuestador o Encuestadora,Tipo de negocio,¿El negocio tiene reja para entrar? (¿los consumidores pueden entrar a la tienda para escoger y comprar los productos?),Nombre del negocio,Campus,Año de apertura del negocio,¿Cuántas personas trabajaron para este negocio (con o sin paga) durante el mes anterior?,¿Cuántas personas trabajaron con un salario fijo durante el último mes?,"En tres meses, ¿esperas que el número total de trabajadores del negocio aumente, disminuya o permanezca igual?","Durante el último mes, ¿tuviste más, menos, o el mismo número de clientes en tu negocio?","¿Esperas que en tres meses tengas más, menos o el mismo número de clientes en tu negocio?","¿Tus ventas actuales están mejor, peor o igual en comparación con hace un mes?",¿Por qué piensas que las ventas incrementaron/disminuyeron/permanecieron igual? (opcional),"¿Esperas que las ventas de tu negocio en tres meses sean mayores, menores o iguales?","¿Durante el último mes tu nivel de inventario aumentó, disminuyó o permaneció igual?","¿Esperas que dentro de tres meses el nivel de inventario incremente, disminuya o permanezca igual?","Actualmente, ¿sientes que tu nivel de inventario es demasiado grande, muy poco o está en su nivel correcto?","En promedio, ¿el precio de venta de los productos que vende este establecimiento aumentó, bajó o permaneció igual a hace un mes?","¿Dentro de tres meses, esperas que los precios de los productos que vendes aumenten, disminuyan o permanezcan igual?",Qué tanto impacta a tu negocio: - El crimen,Qué tanto impacta a tu negocio: - La falta de crédito,Qué tanto impacta a tu negocio: - El incremento en el precio de los bienes,Qué tanto impacta a tu negocio: - La competencia,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Bancos,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Proveedores,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Familia,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Gobierno,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Ahorros populares (tandas),¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Crédito privado,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? Otro (OPCIONAL),¿Cuál es la razón principal por la que tu negocio no tiene un crédito bancario?,"Asume que tienes los medios para hacer crecer tu negocio, ¿quisieras que tu negocio creciera? (por ejemplo, con más empleados, más productos, un local más grande)",¿Cuál es la razón principal por la que no quieres que tu negocio crezca?,¿Cuál sería el salario mensual más bajo que estaría dispuesto a aceptar para cerrar el negocio y,Horario de apertura,Horario de cierre,Sexo del dueño o dueña,¿El local de su negocio es rentado o propio?,Educación del dueño,Edad del dueño o dueña
01/11/2024 13:41,28.85,-106.2773,Gael Saucedo ,Dulcería,Sí,Dulcería Rayo,Laguna,2014,1,1,Permanezca igual,Igual,Más,Mejor,,Mayores,Permaneció igual,Incremente,Muy poco,Permaneció igual,Aumenten,Poco,Poco,Nada,Nada,Sí,No,Sí,No,No,No,,No necesito un crédito,Sí,,20000,01:00 p. m.,08:00 p. m.,Hombre,Propio,Preparatoria,De 41 a 50
01/11/2024 13:41,28.85,-106.2773,Abraham Jalife,Fondita/Mini Resutaurante,No,Gorditas allende,Laguna,2021,3,1,Permanezca igual,Menos,Más,Igual,Competencia,Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Nada,Mucho,Algo,No,No,No,No,No,No,,Las tasas de interés son muy altas,Sí,,10000,06:30 a. m.,01:00 p. m.,Mujer,Propio,Universidad y más,Más de 60
01/11/2024 13:41,19.4342,-99.0559,Rebeca Riveroll,Fondita/Mini Resutaurante,No,Lonchería los laguneros,Laguna,2022,3,3,Aumente,Menos,Más,Igual,,Mayores,Permaneció igual,Incremente,Muy poco,Permaneció igual,Permanezcan igual,Mucho,Mucho,Mucho,Nada,No,No,No,No,Sí,No,,No creo que me lo aprobarían,Sí,,10000,08:00 a. m.,07:00 p. m.,Hombre,Propio,Universidad y más,De 21 a 30
01/11/2024 13:43,25.6641,-100.3178,Carlos Gael Guevara Olivares ,Miscelanea o Tienda de Abarrotes,Sí,sport nutrition,Laguna,2022,2,2,Disminuya,Más,Más,Mejor,productos nuevos,Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Nada,Mucho,Poco,No,No,Sí,No,No,No,,Las tasas de interés son muy altas,Sí,,"10,000",09:00 a. m.,07:30 p. m.,Mujer,Rentado,Universidad y más,De 51 a 60
01/11/2024 13:44,19.4342,-99.0559,CosmeMelchor Prince De Leon,Fondita/Mini Resutaurante,No,Las gorditas De la señora ruelas,Laguna,2002,3,3,Permanezca igual,Más,Más,Mejor,por la temporada,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Moderado,Poco,No,No,Sí,No,No,No,nada,No necesito un crédito,Sí,,30000,06:30 a. m.,01:00 p. m.,Mujer,Rentado,Preparatoria,De 21 a 30
01/11/2024 13:45,25.6641,-100.3178,Gabriela Del Río Fernández ,Fondita/Mini Resutaurante,No,Gorditas “La Doña”,Laguna,2018,7,7,Permanezca igual,Más,Más,Mejor,Por el cambio de sazón de la comida,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Poco,Poco,Nada,Nada,No,No,Sí,No,No,No,,Las tasas de interés son muy altas,Sí,,"20,000",06:00 a. m.,01:00 p. m.,Mujer,Propio,Preparatoria,De 51 a 60
01/11/2024 13:46,28.85,-106.2773,Eduardo Casale Valenzuela ,Fondita/Mini Resutaurante,Sí,Restaurante San José ,Laguna,2020,9,2,Aumente,Más,Más,Mejor,,Iguales,Aumentó,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Poco,Nada,Moderado,Poco,Sí,No,No,No,No,Sí,,No necesito un crédito,Sí,,"45,000",08:00 a. m.,10:00 p. m.,Mujer,Propio,Universidad y más,Más de 60
01/11/2024 13:47,25.6641,-100.3178,Fernando Valdés ,Miscelanea o Tienda de Abarrotes,Sí,Conasupo Laguna ,Laguna,2014,2,2,Permanezca igual,Igual,El mismo número de clientes,Igual,,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Poco,Moderado,No,No,No,No,No,Sí,,No necesito un crédito,Sí,,,09:00 a. m.,10:30 p. m.,Hombre,Rentado,Universidad y más,De 41 a 50
01/11/2024 13:49,25.6641,-100.3178,Zara Moreno ,Miscelanea o Tienda de Abarrotes,Sí,Mias boutique ,Laguna,2024,2,0,Permanezca igual,Más,Más,Mejor,Por publicidad o recomendaciónes,Mayores,Disminuyó,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Moderado,Nada,No,No,No,No,No,No,,No necesito un crédito,Sí,,"60,000",11:00 a. m.,09:00 p. m.,Mujer,Rentado,Universidad y más,De 51 a 60
01/11/2024 13:49,25.6641,-100.3178,Diego Rubio ,Miscelanea o Tienda de Abarrotes,Sí,Papelería Justo Sierra ,Laguna,2011,1,1,Aumente,Menos,Más,Mejor,,Mayores,Aumentó,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Moderado,Moderado,No,Sí,No,Sí,No,No,,Los requerimientos de garantía son muy altos,Sí,,6000,07:30 a. m.,07:00 p. m.,Mujer,Propio,Universidad y más,De 31 a 40
01/11/2024 13:49,19.4342,-99.0559,Jared Martinez,Fondita/Mini Resutaurante,No,Tacos al vapor el güero ,Laguna,2004,1,1,Aumente,Más,Más,Mejor,,Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Nada,Poco,Nada,Sí,No,No,No,No,Sí,,Las tasas de interés son muy altas,Sí,,15000,06:30 a. m.,04:00 p. m.,Hombre,Rentado,Universidad y más,De 51 a 60
01/11/2024 13:49,25.6641,-100.3178,Rodrigo Rosas,Dulcería,No,Lindo Michoacán ,Laguna,1982,2,0,Permanezca igual,Menos,Menos,Peor,,Menores,Disminuyó,Disminuya,Muy poco,Permaneció igual,Permanezcan igual,Mucho,Nada,Mucho,Algo,No,No,No,Sí,No,No,,No necesito un crédito,Sí,,10000,09:00 a. m.,01:00 p. m.,Hombre,Propio,Primaria,Más de 60
01/11/2024 13:50,25.6641,-100.3178,Luis Carlos Dávila Guzmán,Miscelanea o Tienda de Abarrotes,No,Farmacia Santa Anna,Laguna,2015,3,3,Permanezca igual,Más,Más,Mejor,Por las enfermedades ,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Poco,Poco,,,,,,Sí,,,Sí,,10000,08:00 a. m.,09:00 p. m.,Mujer,Rentado,Universidad y más,De 31 a 40
01/11/2024 13:50,28.85,-106.2773,Daniela Renata Muñoz Muñoz,Fondita/Mini Resutaurante,No,Gorditas Mary Monroy,Laguna,2021,4,4,Permanezca igual,Más,Más,Mejor,Por la temporada de aguinaldos ,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Mucho,Moderado,Mucho,Nada,Sí,No,No,No,No,Sí,,No necesito un crédito,Sí,,"50,000",07:00 a. m.,01:00 p. m.,Hombre,Propio,Preparatoria,De 31 a 40
01/11/2024 13:52,28.85,-106.2773,Juan Ángel Poblano Vazquez,Fondita/Mini Resutaurante,Sí,Gorditas al carbón “Los nietos”,Laguna,2014,9,9,Aumente,Igual,Menos,Peor,La época del año,Menores,Aumentó,Permanezca igual,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Nada,Moderado,Algo,No,No,No,No,No,No,,No necesito un crédito,No,Porque está satisfecho con su negocio,(No hay datos),07:30 a. m.,01:00 p. m.,Mujer,Propio,Preparatoria,De 41 a 50
01/11/2024 13:54,28.85,-106.2773,Melinna Gámez Orduña,Fondita/Mini Resutaurante,No,Gorditas “Ximena”,Laguna,2022,3,2,Permanezca igual,Más,Más,Mejor,,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Moderado,Nada,Sí,Sí,No,No,No,No,,No necesito un crédito,Sí,,"20,000",08:00 a. m.,02:00 p. m.,Mujer,Rentado,Secundaria,De 31 a 40
01/11/2024 13:54,25.6641,-100.3178,María Ioanna Sánchez Serna,Miscelanea o Tienda de Abarrotes,Sí,Miscelánea Las Flores,Laguna,1999,0 - Sólo trabaja el dueño o dueña,1,Permanezca igual,Igual,Más,Igual,,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Moderado,Poco,No,No,No,No,No,No,,No necesito un crédito,No,Porque está satisfecho con su negocio,no,07:00 a. m.,10:00 p. m.,Hombre,Propio,Universidad y más,Más de 60
01/11/2024 13:55,19.4342,-99.0559,Elias Jalife,Miscelanea o Tienda de Abarrotes,Sí,La tiendita,Laguna,2010,2,2,Aumente,Menos,El mismo número de clientes,Peor,por la temporada,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Nada,Nada,Moderado,Poco,Sí,Sí,No,No,No,No,,No necesito un crédito,Sí,,40000,08:00 a. m.,11:00 p. m.,Hombre,Rentado,Preparatoria,De 21 a 30
01/11/2024 13:56,25.6641,-100.3178,Carlos Gael Guevara,Miscelanea o Tienda de Abarrotes,No,Acosta Sarabia ,Laguna,2013,4,4,Aumente,Más,Más,Mejor,Temporada estacional,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Nada,Poco,Algo,Mucho,No,Sí,No,No,No,No,,No necesito un crédito,Sí,,"$7,500.00 ",08:30 a. m.,09:00 p. m.,Hombre,Rentado,Universidad y más,De 41 a 50
01/11/2024 13:58,25.6641,-100.3178,Javier González ,Miscelanea o Tienda de Abarrotes,No,Miscelánea El Mirador ,Laguna,2008,0 - Sólo trabaja el dueño o dueña,1,Permanezca igual,Igual,Más,Peor,,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Poco,Nada,Moderado,Nada,No,No,No,No,No,Sí,,Las tasas de interés son muy altas,Sí,,,06:00 a. m.,09:00 p. m.,Mujer,Propio,Universidad y más,De 51 a 60
01/11/2024 13:58,28.85,-106.2773,Carlos Gurrola Aguilar,Miscelanea o Tienda de Abarrotes,Sí,Ocampo 85,Laguna,2020,2,2,Permanezca igual,Más,Más,Mejor,Hay más productos,Mayores,Aumentó,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Mucho,Nada,No,No,No,No,No,No,No recibieron credito,No necesito un crédito,Sí,,no lo haría ,09:00 a. m.,06:00 p. m.,Hombre,Rentado,Sin estudios,Más de 60
01/11/2024 14:00,25.6641,-100.3178,Iza Jimena González Corona ,Tortillería,Sí,Tortilleria Jardín ,Laguna,2017,2,2,Permanezca igual,Igual,Más,Igual,Competencia ,Mayores,Permaneció igual,Permanezca igual,Muy poco,Permaneció igual,Permanezcan igual,Poco,Poco,Mucho,Mucho,,,,,Sí,,,,No,Porque tendría que pagar más impuestos,"10,000",07:00 a. m.,08:00 p. m.,Hombre,Rentado,Universidad y más,De 51 a 60
01/11/2024 14:00,19.4342,-99.0559,majo ,Cafetería,Sí,Gorditas mare,Laguna,2022,2,0,Permanezca igual,Más,Más,Igual,,,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Mucho,Mucho,No,No,No,No,No,No,,No creo que me lo aprobarían,Sí,,"10,000",12:00 p. m.,01:30 p. m.,Mujer,Propio,Primaria,De 41 a 50
01/11/2024 14:03,25.6641,-100.3178,Andrea Martinez ,Verdulería o Frutería,Sí,Frutería flor de jamaica ,Laguna,2020,2,2,Permanezca igual,Menos,Más,Igual,"Por los costos y productos, fechas de festividades",Mayores,Disminuyó,Incremente,Muy poco,Aumentó,Permanezcan igual,Nada,Mucho,Mucho,Poco,No,No,Sí,No,No,No,,Las tasas de interés son muy altas,Sí,,"$15,000.00 ",08:00 a. m.,06:00 p. m.,Mujer,Propio,Preparatoria,De 31 a 40
01/11/2024 14:03,25.6641,-100.3178,Majo Martinez ,Fondita/Mini Resutaurante,No,Gorditas ,Laguna,2024,0 - Sólo trabaja el dueño o dueña,0,Aumente,Más,Más,Mejor,,Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Nada,Nada,Nada,No,No,No,No,No,No,,No necesito un crédito,Sí,,20000,08:30 a. m.,01:30 p. m.,Mujer,Propio,Preparatoria,De 41 a 50
01/11/2024 14:03,28.85,-106.2773,Eduardo Casale Valenzuela ,Fondita/Mini Resutaurante,No,Estanquillo Plaza,Laguna,2008,5,4,Permanezca igual,Más,Más,Mejor,Tiempos patrios que aumentan la cantidad de gente en la plaza ,Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Moderado,Poco,Moderado,Moderado,No,No,No,No,Sí,No,,No necesito un crédito,No,Porque está satisfecho con su negocio,"25,000",08:00 a. m.,05:00 p. m.,Mujer,Rentado,Preparatoria,De 41 a 50
01/11/2024 14:04,25.6641,-100.3178,Ana Sofía Cordero González ,Fondita/Mini Resutaurante,No,Estanquillo “Licuados”,Laguna,1980,1,1,Permanezca igual,Menos,Más,Peor,,Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Nada,Poco,Poco,Moderado,No,No,Sí,No,No,No,,Las tasas de interés son muy altas,Sí,,"$15,000.00 ",09:00 a. m.,01:00 p. m.,Mujer,Rentado,Universidad y más,De 41 a 50
01/11/2024 14:05,25.6641,-100.3178,Carlos Gael Guevara,Fondita/Mini Resutaurante,Sí,Gorditas Anita,Laguna,2022,3,3,Permanezca igual,Menos,Más,Mejor,Temporada ,Mayores,Permaneció igual,Incremente,Muy poco,Permaneció igual,Permanezcan igual,Nada,Poco,Mucho,Poco,Sí,Sí,Sí,No,Sí,No,,Las tasas de interés son muy altas,Sí,,"$30,000.00 ",08:00 a. m.,06:00 p. m.,Hombre,Rentado,Preparatoria,De 41 a 50
01/11/2024 14:06,28.85,-106.2773,Melinna Gamez Orduña ,Fondita/Mini Resutaurante,No,Estanquillo Ejido Ángeles Dgo,Laguna,2023,1,1,Aumente,Igual,Más,Peor,,Mayores,Disminuyó,Incremente,Muy poco,Permaneció igual,Permanezcan igual,Algo,Algo,Moderado,Mucho,No,No,Sí,No,No,No,,Las tasas de interés son muy altas,Sí,,"2,000",08:00 a. m.,01:00 p. m.,Hombre,Rentado,Preparatoria,De 31 a 40
01/11/2024 14:09,28.85,-106.2773,Carlos Roberto Braña Tamayo,Dulcería,Sí,La estrella,Laguna,1980,0 - Sólo trabaja el dueño o dueña,0,Aumente,Más,Menos,Peor,Invierno,Menores,Aumentó,Disminuya,En su nivel correcto,Aumentó,Aumenten,Mucho,Nada,Nada,Mucho,No,No,No,No,No,No,No,No necesito un crédito,Sí,,40000,11:00 a. m.,08:00 p. m.,Hombre,Propio,Universidad y más,De 51 a 60
01/11/2024 14:09,25.6641,-100.3178,Emilio Rodríguez ,Miscelanea o Tienda de Abarrotes,No,Súper Ortiz ,Laguna,2020,4,4,Permanezca igual,Igual,Más,Peor,,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Moderado,Nada,No,Sí,No,No,No,No,,No necesito un crédito,Sí,,,07:30 a. m.,11:00 p. m.,Hombre,Rentado,Preparatoria,De 31 a 40
01/11/2024 14:11,25.6641,-100.3178,María Andrea Saeb Rosales,Miscelanea o Tienda de Abarrotes,Sí,Fashion Room,Laguna,2023,2,2,Permanezca igual,Igual,Más,Mejor,Por la temporada ,Mayores,,Incremente,Muy poco,Permaneció igual,Disminuyan,Poco,Nada,Nada,Nada,No,No,No,No,No,No,Dinero Propio,No necesito un crédito,Sí,,100000,11:00 a. m.,08:00 p. m.,Mujer,Rentado,Universidad y más,De 21 a 30
01/11/2024 14:12,25.6641,-100.3178,Andrea Martinez ,Fondita/Mini Resutaurante,Sí,Carnitas Manolo ,Laguna,2014,2,0,Permanezca igual,Menos,Más,Igual,"Porque son clientes que recurren seguido, no hay nuevos",Iguales,Disminuyó,Incremente,En su nivel correcto,Bajó,Aumenten,Poco,Mucho,Mucho,Nada,No,Sí,Sí,No,No,No,,No necesito un crédito,No,Porque teme a la inseguridad,Ninguno,09:00 a. m.,01:00 p. m.,Hombre,Rentado,Preparatoria,Más de 60
01/11/2024 14:14,19.4342,-99.0559,Majo,Tortillería,Sí,Pollo con madre,Laguna,2023,3,0,Aumente,Igual,Más,Mejor,,Mayores,Aumentó,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Algo,Nada,Mucho,Algo,No,No,No,No,No,No,,No necesito un crédito,Sí,,8000,11:00 a. m.,06:00 p. m.,Mujer,Propio,Preparatoria,De 41 a 50
01/11/2024 14:15,28.85,-106.2773,Melinna Gámez Orduña ,Fondita/Mini Resutaurante,No,Coco,Laguna,1987,4,4,Disminuya,Menos,Menos,Peor,,Menores,Disminuyó,Permanezca igual,Muy poco,Permaneció igual,Permanezcan igual,Nada,Moderado,Algo,Nada,No,Sí,No,No,No,Sí,,Las tasas de interés son muy altas,Sí,,"20,000",08:00 a. m.,10:00 p. m.,Hombre,Propio,Universidad y más,Más de 60
01/11/2024 14:16,19.4342,-99.0559,Jesús Ángel Sánchez Luna,Tortillería,Sí,Tortillería Doña Toña,Laguna,2000,10,10,Aumente,Más,Más,Igual,Condiciones del mercado,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Nada,Moderado,Algo,Nada,No,No,No,No,No,Sí,,No necesito un crédito,Sí,,30000,07:00 a. m.,04:00 p. m.,Hombre,Propio,Universidad y más,De 31 a 40
01/11/2024 14:17,28.85,-106.2773,Eduardo Casale Valenzuela ,Fondita/Mini Resutaurante,Sí,La michoacana ,Laguna,2000,5,4,Permanezca igual,Más,Más,Mejor,,Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Mucho,Nada,Algo,Mucho,No,No,No,No,No,No,,No creo que me lo aprobarían,Sí,,"15,000",08:00 a. m.,04:00 p. m.,Hombre,Rentado,Universidad y más,De 51 a 60
01/11/2024 14:20,25.6641,-100.3178,Javier González ,Fondita/Mini Resutaurante,No,Gorditas Ramos ,Laguna,2023,2,1,Permanezca igual,Igual,Más,Igual,,Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Poco,Nada,No,No,No,No,No,No,,No necesito un crédito,Sí,,,09:00 a. m.,01:00 p. m.,Hombre,Rentado,Secundaria,De 31 a 40
01/11/2024 14:21,25.6641,-100.3178,Iza Jimena González Corona,Cremería,Sí,Tu espacio bella ,Laguna,2024,1,1,Aumente,Igual,Más,Igual,Nuevo negocio,Mayores,Aumentó,Incremente,Muy poco,Permaneció igual,Aumenten,Nada,Nada,Algo,Poco,,,,,Sí,,,,Sí,,"15,000",09:30 a. m.,07:00 p. m.,Mujer,Rentado,Secundaria,De 31 a 40
01/11/2024 14:22,28.85,-106.2773,Eduardo Casale Valenzuela,Fondita/Mini Resutaurante,No,Estabquillo la guanábana ,Laguna,2001,2,2,Permanezca igual,Igual,Más,Igual,,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Algo,Nada,Nada,Nada,No,No,No,No,No,No,,Las tasas de interés son muy altas,Sí,,"20,000",07:00 a. m.,03:00 p. m.,Hombre,Rentado,Secundaria,De 31 a 40
01/11/2024 14:25,25.6641,-100.3178,Ana Sofía Cordero González ,Fondita/Mini Resutaurante,No,Neveros Chepo,Laguna,1980,8,8,Permanezca igual,Menos,Menos,Peor,Por la temporada,Menores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Poco,Poco,Moderado,Poco,No,No,Sí,No,No,No,,No necesito un crédito,Sí,,"$30,000.00 ",11:00 a. m.,10:00 p. m.,Hombre,Propio,Preparatoria,Más de 60
01/11/2024 14:27,19.4342,-99.0559,Cosme Prince,Carnicería,Sí,Carnitas Bravo,Laguna,1982,7,7,Permanezca igual,Igual,El mismo número de clientes,Igual,Por la hora de la comida,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Algo,Moderado,Moderado,Nada,No,Sí,No,No,No,Sí,no,No necesito un crédito,Sí,,"25,000",10:00 a. m.,05:30 p. m.,Hombre,Rentado,Preparatoria,De 51 a 60
01/11/2024 14:29,25.7311,-100.3306,Eduardo Escutia ,Tortillería,Sí,Tortillería la norteña,Monterrey,2019,10,10,Aumente,Más,Más,Mejor,Muy buen producto,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Mucho,Moderado,Algo,Poco,No,Sí,No,No,Sí,No,,Los procedimientos para aplicar son complicados,Sí,,50000,08:00 a. m.,09:00 p. m.,Hombre,Rentado,Preparatoria,De 41 a 50
01/11/2024 14:31,25.6641,-100.3178,Gabriela Del Río Fernández,Fondita/Mini Resutaurante,Sí,Algo diferente,Laguna,2021,2,2,Permanezca igual,Igual,El mismo número de clientes,Igual,"Por la pandemia, dengue etc.",Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Algo,Nada,Mucho,Nada,No,No,No,No,No,No,,Los procedimientos para aplicar son complicados,No,Porque está satisfecho con su negocio,0,07:00 a. m.,05:00 p. m.,Mujer,Propio,Preparatoria,De 51 a 60
01/11/2024 14:38,25.6641,-100.3178,Carlos Eduardo Velazquez,Miscelanea o Tienda de Abarrotes,Sí,Minisuper La 26,Laguna,2021,3,1,Disminuya,Igual,Más,Igual,Es un local establecido,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Nada,Poco,Poco,No,No,No,No,No,No,,No necesito un crédito,No,Porque tendría que pagar más impuestos,15000,07:00 a. m.,11:00 p. m.,Hombre,Rentado,Preparatoria,De 31 a 40
01/11/2024 14:38,25.6641,-100.3178,Zara Moreno ,Miscelanea o Tienda de Abarrotes,Sí,Dreams Store,Laguna,2024,2,0,Permanezca igual,Más,Más,Mejor,Por la innovación ,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Nada,Poco,Moderado,Algo,No,No,Sí,No,No,No,,No necesito un crédito,Sí,,"20,000",09:30 a. m.,07:00 p. m.,Mujer,Rentado,Universidad y más,De 31 a 40
01/11/2024 14:46,25.6641,-100.3178,Andrea Saeb,Miscelanea o Tienda de Abarrotes,Sí,Renta de vestidos Marisol,Laguna,2023,1,1,Permanezca igual,Igual,Más,Mejor,Por las fiestas,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Moderado,Moderado,Mucho,No,No,Sí,No,No,Sí,,No necesito un crédito,Sí,,5500,12:00 p. m.,08:00 p. m.,Mujer,Rentado,Preparatoria,De 31 a 40
01/11/2024 14:47,28.85,-106.2773,Carlos Emiliano Gurrola Aguilar ,Fondita/Mini Resutaurante,Sí,Chonchas Lagunas ,Laguna,2022,2,0,Permanezca igual,Menos,Más,Peor,Debido a la economía ,Iguales,Disminuyó,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Moderado,Nada,No,Sí,Sí,No,No,No,Ninguna ,No necesito un crédito,Sí,,No lo haría ,08:00 a. m.,02:00 p. m.,Mujer,Rentado,Universidad y más,De 31 a 40
01/11/2024 14:57,19.4342,-99.0559,Rebeca Riveroll ,Fondita/Mini Resutaurante,No,Taqueria Don Wuicho,Laguna,2011,4,3,Permanezca igual,Más,Más,Igual,,Mayores,Permaneció igual,Permanezca igual,Muy poco,Permaneció igual,Aumenten,Nada,Nada,Nada,Algo,No,No,Sí,No,No,Sí,,No necesito un crédito,Sí,,14000,08:00 a. m.,03:00 p. m.,Hombre,Rentado,Universidad y más,De 41 a 50
01/11/2024 15:01,19.4342,-99.0559,Rebeca Riveroll,Fondita/Mini Resutaurante,No,Lonchería Juan Carlos,Laguna,2023,2,1,Aumente,Más,Más,Mejor,,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Nada,Mucho,No,No,No,No,No,No,,No creo que me lo aprobarían,Sí,,15000,08:00 a. m.,04:00 p. m.,Mujer,Rentado,Universidad y más,De 31 a 40
01/11/2024 15:09,25.555,-103.3711,Jared Martinez ,Fondita/Mini Resutaurante,No,El sabor del taco,Laguna,2018,4,4,Permanezca igual,Igual,El mismo número de clientes,Igual,,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Nada,Mucho,No,No,No,No,No,No,,No creo que me lo aprobarían,Sí,,16000,08:00 a. m.,04:00 p. m.,Hombre,Rentado,Universidad y más,De 31 a 40
01/11/2024 16:04,25.6641,-100.3178,Alejandro González Escamilla,Miscelanea o Tienda de Abarrotes,Sí,Abarrotes González,Monterrey,1980,0 - Sólo trabaja el dueño o dueña,0,Permanezca igual,Igual,El mismo número de clientes,Igual,,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Algo,Nada,Nada,Poco,No,No,No,No,No,No,,No necesito un crédito,No,Porque está satisfecho con su negocio,20000,07:00 a. m.,05:00 p. m.,Hombre,Propio,Secundaria,Más de 60
01/11/2024 19:44,25.6641,-100.3178,GUSTAVO Alanis ,Miscelanea o Tienda de Abarrotes,Sí,Abarrotes de Doña Martha ,Monterrey,2017,0 - Sólo trabaja el dueño o dueña,0,Permanezca igual,Menos,Más,Peor,Inseguridad ,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Poco,Poco,Algo,Poco,No,No,No,No,No,No,,No necesito un crédito,Sí,,1000,07:30 a. m.,08:00 p. m.,Mujer,Propio,Primaria,Más de 60
